"document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,What caused Margaret and Chris to separate in the first place?,Chris had a rage of jealousy and left his love. ,Chris left the island. ,What caused Margaret and Chris to separate in the first place ?,Chris had a rage of jealousy and left his love .,Chris left the island ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,What further steps does Margaret take to get her husband;s memory back?,She nelists the aid of a psychoanalyst.,Shows him proof of his dead child. ,What further steps does Margaret take to get her husband ; s memory back ?,She nelists the aid of a psychoanalyst .,Shows him proof of his dead child ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,""The psychoanalyst gives Margaret some advice to help her husband, what is that advice?"",To convince him of the death of their son. ,To confront him with evidence of his dead child.,""The psychoanalyst gives Margaret some advice to help her husband , what is that advice ?"",To convince him of the death of their son .,To confront him with evidence of his dead child ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,""As Margaret gathers toys , clothing and other mementos from their child's life, what is her wish for Chris?"",She hopes that the reminders will shift his mind back to the present. ,That he will remember he is married to someone else and stop obsessing over her.,""As Margaret gathers toys , clothing and other mementos from their child s life , what is her wish for Chris ?"",She hopes that the reminders will shift his mind back to the present .,That he will remember he is married to someone else and stop obsessing over her ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Why is Chanchala's cousin's nursery empty?,her son died,the baby died,Why is Chanchala s cousin s nursery empty ?,her son died,the baby died"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,How do Kitty and Chanchala remain away from the effects of war?,by staying busy taking care of the family estate,Managing Baldry Estate,How do Kitty and Chanchala remain away from the effects of war ?,by staying busy taking care of the family estate,Managing Baldry Estate"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,""Which country is Chris fighting in, according to the story?"",France,France,""Which country is Chris fighting in , according to the story ?"",France,France"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who tells Kitty that her husband was injured?,Margaret Grey,Margaret,Who tells Kitty that her husband was injured ?,Margaret Grey,Margaret"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,""How old does Kitty's husband think he is, after being injured in the war?"",20,20,""How old does Kitty s husband think he is , after being injured in the war ?"",20,20"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,""Why is Chris so interested in Margaret, even though he's married to Kitty?"",""he thinks it's 15 years earlier, when he and Margaret dated"",He thinks it's 15 years earlier,""Why is Chris so interested in Margaret , even though he s married to Kitty ?"",""he thinks it s 15 years earlier , when he and Margaret dated"",He thinks it s 15 years earlier"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Who was Margaret's father?,the Monkey Island innkeeper,The inkeeper,Who was Margaret s father ?,the Monkey Island innkeeper,The inkeeper"
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Where did Kitty's husband first meet Margaret?,on Monkey Island,He first met Margaret on Monkey Island.,Where did Kitty s husband first meet Margaret ?,on Monkey Island,He first met Margaret on Monkey Island ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,When did Chris regain his memory?,after being reminded of his son's death,When he was forced to come to grips with what happened to his child.,When did Chris regain his memory ?,after being reminded of his son s death,When he was forced to come to grips with what happened to his child ."
"02eb19e46391a42912c60b7d0a072fc8684dfbd6,test,Where does the innkeeper's daughter live?,Wealdstone,Monkey Island. ,Where does the innkeeper s daughter live ?,Wealdstone,Monkey Island ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What are the humans looking for?,A cure to Trailmen's fever.,A cure.,What are the humans looking for ?,A cure to Trailmen s fever .,A cure ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,How often does Trailmen's fever occur?,Every 48 years. ,Every 48 years.,How often does Trailmen s fever occur ?,Every 48 years .,Every 48 years ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What does Dr. Forth do to Dr. Allison? ,Puts him under hypnosis to induce another personality.,Hypontize him,What does Dr . Forth do to Dr. Allison ?,Puts him under hypnosis to induce another personality .,Hypontize him"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who falls in love with Kyla?,Jason Allison.,Jason Allison,Who falls in love with Kyla ?,Jason Allison .,Jason Allison"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What happens when the humans are attacked on their way into the Hellers?,Jason turns back into Jay.,Jay's personality reappears ,What happens when the humans are attacked on their way into the Hellers ?,Jason turns back into Jay .,Jay s personality reappears"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Why are the humans invited into the Trailmen habitat?,Jay/Jason is recognized as having lived there as a child.,Jay was recognized ,Why are the humans invited into the Trailmen habitat ?,Jay/Jason is recognized as having lived there as a child .,Jay was recognized"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who pleads to the Old Ones for the Sky People for assistance?,Regis Hastur.,Regis,Who pleads to the Old Ones for the Sky People for assistance ?,Regis Hastur .,Regis"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What is different about Jay/Jason at the end of the story?,""He is a third, more stable, personality."",They merge their two personalities into a third one.,What is different about Jay/Jason at the end of the story ?,""He is a third , more stable , personality ."",They merge their two personalities into a third one ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What is the 48-year-fever also known as?,Trailmen's Fever,Trailmen's fever.,What is the 48-year-fever also known as ?,Trailmen s Fever,Trailmen s fever ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who does Dr. Forth convince to be hypnotized?,Dr. Jay Allison,Dr. Jay Allison,Who does Dr . Forth convince to be hypnotized ?,Dr. Jay Allison,Dr. Jay Allison"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who is Jason Allison?,Dr. Jay Allison's other personality,Dr. Jay Allison's secondary personality,Who is Jason Allison ?,Dr. Jay Allison s other personality,Dr. Jay Allison s secondary personality"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,With whom does Jason Allison fall in love?,Kyla,Kyla,With whom does Jason Allison fall in love ?,Kyla,Kyla"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who attacks Jason's expedition group on their way to the Hellers?,A group of hostile Trailwomen,Trailwomen,Who attacks Jason s expedition group on their way to the Hellers ?,A group of hostile Trailwomen,Trailwomen"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What is the other name applied to Trailmen in the story?,Sky People,The Old Ones of the Sky People,What is the other name applied to Trailmen in the story ?,Sky People,The Old Ones of the Sky People"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,How many Trailmen volunteered to return with the expedition to help Dr. Forth find a cure for the 48-year-fever?,100,One hundred,How many Trailmen volunteered to return with the expedition to help Dr . Forth find a cure for the 48-year-fever ?,100,One hundred"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What city does the expedition party return to with the volunteers?,Terran Trade City,Terran Trade City.,What city does the expedition party return to with the volunteers ?,Terran Trade City,Terran Trade City ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who congratulates Dr. Allison on the development of the serum to treat 48-year-fever?,Regis Hastur,Regis Hastur,Who congratulates Dr. Allison on the development of the serum to treat 48-year-fever ?,Regis Hastur,Regis Hastur"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What happens to Jason/Jay Allison after he is reminded of the expedition?,""He develops a third, more stable personality."",He becomes more stable ,What happens to Jason/Jay Allison after he is reminded of the expedition ?,""He develops a third , more stable personality ."",He becomes more stable"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What is Dr. Forth desperate to cure?,48 year fever,48 year fever ,What is Dr . Forth desperate to cure ?,48 year fever,48 year fever"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who is Jason Allison?,Dr. Jay Allison's secondary personality,Second personality.,Who is Jason Allison ?,Dr. Jay Allison s secondary personality,Second personality ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who leads the expedition into the Hellers?,Jason,Jason Allison,Who leads the expedition into the Hellers ?,Jason,Jason Allison"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What happens to the expedition while on the trail?,They are attacked,They are attacked,What happens to the expedition while on the trail ?,They are attacked,They are attacked"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Where is Jay/Jason finally recognized?,Trailmen nest,The Trailmen's nest.,Where is Jay/Jason finally recognized ?,Trailmen nest,The Trailmen s nest ."
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Who do they encounter inside the trailmen's tree habitat?,The old ones of the sky people,The Old Ones,Who do they encounter inside the trailmen s tree habitat ?,The old ones of the sky people,The Old Ones"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,How many trailmen volunteer?,100,100,How many trailmen volunteer ?,100,100"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,Where do the expedition and volunteers return to?,Terran Trade City,Terran Trade City,Where do the expedition and volunteers return to ?,Terran Trade City,Terran Trade City"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,How long did it take to develop a serum?,Several months,A few months,How long did it take to develop a serum ?,Several months,A few months"
"02ec0dda4d6b545c8a180b4e66108f32acc7fefa,train,What does the exposure to Regis do to Jay/Jason?,Merge into a more stable personality,Reminds him of their expedition and causes the emergence of a third personality,What does the exposure to Regis do to Jay/Jason ?,Merge into a more stable personality,Reminds him of their expedition and causes the emergence of a third personality"
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,""In the beginning of the story, what two things have taught Chance everything he knows?"",Gardening and the TV.,Gardening and the television.,""In the beginning of the story , what two things have taught Chance everything he knows ?"",Gardening and the TV .,Gardening and the television ."
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,What caused Chance to have to move out of the first home he lived in?,The owner died.,owner's death,What caused Chance to have to move out of the first home he lived in ?,The owner died .,owner s death"
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,How did Chance meet Eve and Ben Rand?,The Rand's chaffeur hit Chance with the car when he stepped off the sidewalk.,they hit him with their car,How did Chance meet Eve and Ben Rand ?,The Rand s chaffeur hit Chance with the car when he stepped off the sidewalk .,they hit him with their car"
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,What did Chance say his name was when Eve misheard him?,""Chance, the gardener."",""Chance, the gardener."",What did Chance say his name was when Eve misheard him ?,""Chance , the gardener ."",""Chance , the gardener ."""
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,What causes Chance to become famous?,His appearance on a TV show.,An appearance on a television talk show.,What causes Chance to become famous ?,His appearance on a TV show .,An appearance on a television talk show ."
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,Who is Rand to the President of the United States?,His adviser.,Rand is a confidant and adviser. ,Who is Rand to the President of the United States ?,His adviser .,Rand is a confidant and adviser ."
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,What does Rand want Eve to do when he finds out he is dying?,Become close to Chauncey.,Get together with Chance.,What does Rand want Eve to do when he finds out he is dying ?,Become close to Chauncey .,Get together with Chance ."
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,What happens when Eve starts masturbating in front of Chauncey?,He ignores her and watches television.,He continues to watch television. ,What happens when Eve starts masturbating in front of Chauncey ?,He ignores her and watches television .,He continues to watch television ."
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,""What does everyone think Chauncey's """"garden talk"""" is about?"",Politics and economics.,allegorical statements about business and the economy,What does everyone think Chauncey s garden talk is about ?,Politics and economics .,allegorical statements about business and the economy"
"032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,Who finally figures out that Chauncey is not as smart as everyone thinks?,Dr. Allenby,Allenby,Who finally figures out that Chauncey is not as smart as everyone thinks ?,Dr. Allenby,Allenby"
